Review,words,Prediction
"Ir a La Habana sin visitar la bodeguita del medio, no tiene sentido, un bar acogedor, temático y romántico en el que se pueden deleitar con el mejor  mojito de Cuba. Además de una buena música y mucha historia...realmente vale la pena visitarlo!","I r   a   L a   H a b a n a   s i n   v i s i t a r   l a   b o d e g u i t a   d e l   m e d i o ,   n o   t i e n e   s e n t i d o ,   u n   b a r   a c o g e d o r ,   t e m á t i c o   y   r o m á n t i c o   e n   e l   q u e   s e   p u e d e n   d e l e i t a r   c o n   e l   m e j o r     m o j i t o   d e   C u b a .   A d e m á s   d e   u n a   b u e n a   m ú s i c a   y   m u c h a   h i s t o r i a . . . r e a l m e n t e   v a l e   l a   p e n a   v i s i t a r l o !",5
"Empezare por lo bueno. Las camas son muy grandes y confortables. El desayuno es muy variado y rico. La habitación es muy amplia y luminosa. Nuestra estancia se dividió en dos ya que fuimos a los cayos. En la planta 16 preciosas vistas al malecón, y en la 15 preciosas vistas a La Habana. En cuanto al resto,  el lobby está bien, y en la planta 25 hay fiestas con música en directo los miércoles. En cuanto a lo malo; Los pasillos tienen una moqueta muy vieja y humedades en las paredes. Las habitaciones tienen un mobiliario viejo y que por la humedad está dilatado, las puertas del baño también. La bañera repintada y vieja, el espejo con desconchones. De los seis ascensores funcionaban dos y el día que nos íbamos se rompió otro y en el que si funcionaba no había luz, y los botones no…","E m p e z a r e   p o r   l o   b u e n o .   L a s   c a m a s   s o n   m u y   g r a n d e s   y   c o n f o r t a b l e s .   E l   d e s a y u n o   e s   m u y   v a r i a d o   y   r i c o .   L a   h a b i t a c i ó n   e s   m u y   a m p l i a   y   l u m i n o s a .   N u e s t r a   e s t a n c i a   s e   d i v i d i ó   e n   d o s   y a   q u e   f u i m o s   a   l o s   c a y o s .   E n   l a   p l a n t a   1 6   p r e c i o s a s   v i s t a s   a l   m a l e c ó n ,   y   e n   l a   1 5   p r e c i o s a s   v i s t a s   a   L a   H a b a n a .   E n   c u a n t o   a l   r e s t o ,     e l   l o b b y   e s t á   b i e n ,   y   e n   l a   p l a n t a   2 5   h a y   f i e s t a s   c o n   m ú s i c a   e n   d i r e c t o   l o s   m i é r c o l e s .   E n   c u a n t o   a   l o   m a l o ;   L o s   p a s i l l o s   t i e n e n   u n a   m o q u e t a   m u y   v i e j a   y   h u m e d a d e s   e n   l a s   p a r e d e s .   L a s   h a b i t a c i o n e s   t i e n e n   u n   m o b i l i a r i o   v i e j o   y   q u e   p o r   l a   h u m e d a d   e s t á   d i l a t a d o ,   l a s   p u e r t a s   d e l   b a ñ o   t a m b i é n .   L a   b a ñ e r a   r e p i n t a d a   y   v i e j a ,   e l   e s p e j o   c o n   d e s c o n c h o n e s .   D e   l o s   s e i s   a s c e n s o r e s   f u n c i o n a b a n   d o s   y   e l   d í a   q u e   n o s   í b a m o s   s e   r o m p i ó   o t r o   y   e n   e l   q u e   s i   f u n c i o n a b a   n o   h a b í a   l u z ,   y   l o s   b o t o n e s   n o …",5
"Visité el cerro Monserrate en mayo  del 2018, si van en vehículo propio hay parqueaderos al lado de la entrada al cerro (No son costosos), debes hacer una fila para comprar tu tiquete y otra para ingresar (Puedes pagar con tarjeta). una vez ingresas, puedes ingresar por el teleférico, el tranvía o a pie. El teleférico tiene horarios de uso pero el tranvía funciona todo el tiempo, si optan por el tranvía les recomiendo ubicarse al frente para tener la mejor vista al subir y bajar. Hay una zona de souvenirs donde pueden comprar recuerdos y hay lugares donde comer también, sin mencionar obviamente la vista para unas increíbles fotos.","V i s i t é   e l   c e r r o   M o n s e r r a t e   e n   m a y o     d e l   2 0 1 8 ,   s i   v a n   e n   v e h í c u l o   p r o p i o   h a y   p a r q u e a d e r o s   a l   l a d o   d e   l a   e n t r a d a   a l   c e r r o   ( N o   s o n   c o s t o s o s ) ,   d e b e s   h a c e r   u n a   f i l a   p a r a   c o m p r a r   t u   t i q u e t e   y   o t r a   p a r a   i n g r e s a r   ( P u e d e s   p a g a r   c o n   t a r j e t a ) .   u n a   v e z   i n g r e s a s ,   p u e d e s   i n g r e s a r   p o r   e l   t e l e f é r i c o ,   e l   t r a n v í a   o   a   p i e .   E l   t e l e f é r i c o   t i e n e   h o r a r i o s   d e   u s o   p e r o   e l   t r a n v í a   f u n c i o n a   t o d o   e l   t i e m p o ,   s i   o p t a n   p o r   e l   t r a n v í a   l e s   r e c o m i e n d o   u b i c a r s e   a l   f r e n t e   p a r a   t e n e r   l a   m e j o r   v i s t a   a l   s u b i r   y   b a j a r .   H a y   u n a   z o n a   d e   s o u v e n i r s   d o n d e   p u e d e n   c o m p r a r   r e c u e r d o s   y   h a y   l u g a r e s   d o n d e   c o m e r   t a m b i é n ,   s i n   m e n c i o n a r   o b v i a m e n t e   l a   v i s t a   p a r a   u n a s   i n c r e í b l e s   f o t o s .",5
"Excelente atención recibida, la comida super deliciosa, la atención de juan Carlos muy esmerada, en el lobby a isaias. La srta yoemi,muy atenta y destaco la atención de jeison, quien nos ayudó mucho. Sin duda volveremos","E x c e l e n t e   a t e n c i ó n   r e c i b i d a ,   l a   c o m i d a   s u p e r   d e l i c i o s a ,   l a   a t e n c i ó n   d e   j u a n   C a r l o s   m u y   e s m e r a d a ,   e n   e l   l o b b y   a   i s a i a s .   L a   s r t a   y o e m i , m u y   a t e n t a   y   d e s t a c o   l a   a t e n c i ó n   d e   j e i s o n ,   q u i e n   n o s   a y u d ó   m u c h o .   S i n   d u d a   v o l v e r e m o s",5
"Las instalaciones muy bonitas y limpias la atención del personal de la misma manera me encanto!! Las promociones del mismo hotel muy buenas, el desayuno buffet con mucha variedad de alimentos, la atención del personal excelente y los dibujos increibles","L a s   i n s t a l a c i o n e s   m u y   b o n i t a s   y   l i m p i a s   l a   a t e n c i ó n   d e l   p e r s o n a l   d e   l a   m i s m a   m a n e r a   m e   e n c a n t o ! !   L a s   p r o m o c i o n e s   d e l   m i s m o   h o t e l   m u y   b u e n a s ,   e l   d e s a y u n o   b u f f e t   c o n   m u c h a   v a r i e d a d   d e   a l i m e n t o s ,   l a   a t e n c i ó n   d e l   p e r s o n a l   e x c e l e n t e   y   l o s   d i b u j o s   i n c r e i b l e s",5
"Muy buena comida, muy buena musica, servicio me quedo mal, lo mas molesto el tipo de gente que hay, primera vez en un restaurante ""supuestamente bien"" en san pedro que me tocan weyes con prostitutas en la mesa de alado. Se exceden lo que dejan...Más","M u y   b u e n a   c o m i d a ,   m u y   b u e n a   m u s i c a ,   s e r v i c i o   m e   q u e d o   m a l ,   l o   m a s   m o l e s t o   e l   t i p o   d e   g e n t e   q u e   h a y ,   p r i m e r a   v e z   e n   u n   r e s t a u r a n t e   "" s u p u e s t a m e n t e   b i e n ""   e n   s a n   p e d r o   q u e   m e   t o c a n   w e y e s   c o n   p r o s t i t u t a s   e n   l a   m e s a   d e   a l a d o .   S e   e x c e d e n   l o   q u e   d e j a n . . . M á s",5
"Fue una muy linda experiencia, ya que hicimos el tour con guía particular y nos enteramos de toda la historia de este impactante castillo y teniendo en cuenta los años que tiene, nos sorprendió, con la inteligencia que fue construido ( por los españoles ) pensando en las invasiones inglesas; los túneles todos conectados, los huecos con eco para avisar con un solo grito a todos los soldados del castillo. Cosejo importante,si toca día de sol, que no falte sombrero o gorra y agua. te venden en la entreda, como siempre negociar precio. En fin, les podría contar mucho mas, pero prefiero que hagan la visita y se sorprendan.","F u e   u n a   m u y   l i n d a   e x p e r i e n c i a ,   y a   q u e   h i c i m o s   e l   t o u r   c o n   g u í a   p a r t i c u l a r   y   n o s   e n t e r a m o s   d e   t o d a   l a   h i s t o r i a   d e   e s t e   i m p a c t a n t e   c a s t i l l o   y   t e n i e n d o   e n   c u e n t a   l o s   a ñ o s   q u e   t i e n e ,   n o s   s o r p r e n d i ó ,   c o n   l a   i n t e l i g e n c i a   q u e   f u e   c o n s t r u i d o   (   p o r   l o s   e s p a ñ o l e s   )   p e n s a n d o   e n   l a s   i n v a s i o n e s   i n g l e s a s ;   l o s   t ú n e l e s   t o d o s   c o n e c t a d o s ,   l o s   h u e c o s   c o n   e c o   p a r a   a v i s a r   c o n   u n   s o l o   g r i t o   a   t o d o s   l o s   s o l d a d o s   d e l   c a s t i l l o .   C o s e j o   i m p o r t a n t e , s i   t o c a   d í a   d e   s o l ,   q u e   n o   f a l t e   s o m b r e r o   o   g o r r a   y   a g u a .   t e   v e n d e n   e n   l a   e n t r e d a ,   c o m o   s i e m p r e   n e g o c i a r   p r e c i o .   E n   f i n ,   l e s   p o d r í a   c o n t a r   m u c h o   m a s ,   p e r o   p r e f i e r o   q u e   h a g a n   l a   v i s i t a   y   s e   s o r p r e n d a n .",5
"Es increible que un hotel de la cadena Posadas cuente con recepcionistas que no tengan actitud de servicio. El recepcionista de la tarde (ni siquiera para saber su nombre ya que no contaba con gafete) nos dijo que no tenían habitaciones con dos camas, sin embargo me dijo que me podía colocar una cama extra de tamaño MATRIMONIAL sin costo, al subir la cama adicional me percato que es tamaño individual, a lo que el joven solo se limitó a decir ""es el único tamaño que tenemos, pero le podemos subir una segunda cama"", ya se imaginarán, si de por si los cuartos son pequeños añadir 2 camas hace que no puedas ni abrir la puerta de lo ajustado que quedas. Para acabar y simplemente para acabar... el mismo joven tenía aliento alcohólico !....  Pésima imagen del hotel. Ojalá que el_x0085_","E s   i n c r e i b l e   q u e   u n   h o t e l   d e   l a   c a d e n a   P o s a d a s   c u e n t e   c o n   r e c e p c i o n i s t a s   q u e   n o   t e n g a n   a c t i t u d   d e   s e r v i c i o .   E l   r e c e p c i o n i s t a   d e   l a   t a r d e   ( n i   s i q u i e r a   p a r a   s a b e r   s u   n o m b r e   y a   q u e   n o   c o n t a b a   c o n   g a f e t e )   n o s   d i j o   q u e   n o   t e n í a n   h a b i t a c i o n e s   c o n   d o s   c a m a s ,   s i n   e m b a r g o   m e   d i j o   q u e   m e   p o d í a   c o l o c a r   u n a   c a m a   e x t r a   d e   t a m a ñ o   M A T R I M O N I A L   s i n   c o s t o ,   a l   s u b i r   l a   c a m a   a d i c i o n a l   m e   p e r c a t o   q u e   e s   t a m a ñ o   i n d i v i d u a l ,   a   l o   q u e   e l   j o v e n   s o l o   s e   l i m i t ó   a   d e c i r   "" e s   e l   ú n i c o   t a m a ñ o   q u e   t e n e m o s ,   p e r o   l e   p o d e m o s   s u b i r   u n a   s e g u n d a   c a m a "" ,   y a   s e   i m a g i n a r á n ,   s i   d e   p o r   s i   l o s   c u a r t o s   s o n   p e q u e ñ o s   a ñ a d i r   2   c a m a s   h a c e   q u e   n o   p u e d a s   n i   a b r i r   l a   p u e r t a   d e   l o   a j u s t a d o   q u e   q u e d a s .   P a r a   a c a b a r   y   s i m p l e m e n t e   p a r a   a c a b a r . . .   e l   m i s m o   j o v e n   t e n í a   a l i e n t o   a l c o h ó l i c o   ! . . . .     P é s i m a   i m a g e n   d e l   h o t e l .   O j a l á   q u e   e l _ x 0 0 8 5 _",5
"Si estás en la plaza, pasear en el palacio del gobernador y mirar. El edificio en sí es interesante, y los murales contar una historia convincente de la gente Maya. En algunos lugares me sentí los murales le restaron valor a la arquitectura del edificio. Son sin duda de un estilo diferente. En un segundo piso habitación preparativos con miras a un evento, y por alguna razón la gente sorround pensamos que la música era necesario explosión dolorosos en los niveles de decibelios.","S i   e s t á s   e n   l a   p l a z a ,   p a s e a r   e n   e l   p a l a c i o   d e l   g o b e r n a d o r   y   m i r a r .   E l   e d i f i c i o   e n   s í   e s   i n t e r e s a n t e ,   y   l o s   m u r a l e s   c o n t a r   u n a   h i s t o r i a   c o n v i n c e n t e   d e   l a   g e n t e   M a y a .   E n   a l g u n o s   l u g a r e s   m e   s e n t í   l o s   m u r a l e s   l e   r e s t a r o n   v a l o r   a   l a   a r q u i t e c t u r a   d e l   e d i f i c i o .   S o n   s i n   d u d a   d e   u n   e s t i l o   d i f e r e n t e .   E n   u n   s e g u n d o   p i s o   h a b i t a c i ó n   p r e p a r a t i v o s   c o n   m i r a s   a   u n   e v e n t o ,   y   p o r   a l g u n a   r a z ó n   l a   g e n t e   s o r r o u n d   p e n s a m o s   q u e   l a   m ú s i c a   e r a   n e c e s a r i o   e x p l o s i ó n   d o l o r o s o s   e n   l o s   n i v e l e s   d e   d e c i b e l i o s .",5
"Muy buen ambiente, buen sabor y excelentes recomendaciones. Ideal para todo tipo de reunión, ya sea en familia, negocios o amigos. Muy recomendado.","M u y   b u e n   a m b i e n t e ,   b u e n   s a b o r   y   e x c e l e n t e s   r e c o m e n d a c i o n e s .   I d e a l   p a r a   t o d o   t i p o   d e   r e u n i ó n ,   y a   s e a   e n   f a m i l i a ,   n e g o c i o s   o   a m i g o s .   M u y   r e c o m e n d a d o .",5
"casi no vamos a Chichen Itza porque habíamos estado en varias otras ruinas mayas. Nuestros amigos dijeron que viven en Tulum que teníamos que ir. Estoy muy contenta de haberlo hecho. Llegamos allí cuando inauguró el parque. Es el momento perfecto. Esto fue un poco extraño. Hay dos entradas que tienes que pagar para entrar en el parque. Fui hasta la primera ventana de billetes y nuestras entradas. Luego nos parado por un chico que quiere ser nuestro guía. Él es muy agradable, pero le decimos No. Luego él nos dice que aún tenemos que pagar otra entrada en el siguiente puesto de cajera. En primer lugar, creo que él es si éramos estafadores. Él es justo. no lo entiendo. dijo que es como se paga allí al gobierno federal y se paga allí para el gobierno estatal. Lo que sea. Fui a la próxima cajero, comprado más entrada pases, y nos dirigimos a la puerta de entrada. Efectivamente, había dos arriesgan diferentes de billetes.Sin embargo, cualquiera que sea la tarifa era, valió la pena. La primera cosa que se ve es la gran pirámide y está cubierto por una capa de niebla ligera. Oh my. totalmente mística. Desde allí Caminamos por los jardines en total inspirador. Hicimos un descanso y fuimos al Mayaland hotel para el desayuno. Sé que el nombre suena mal, pero este lugar no es pasatiempo favorito. Los jardines son como viejos Hawaii. Hay bungaloes bajos con techo de paja están ubicados en todo los jardines tropicales. Esta es una visita obligada. El desayuno era magnífico y deliciosa.","c a s i   n o   v a m o s   a   C h i c h e n   I t z a   p o r q u e   h a b í a m o s   e s t a d o   e n   v a r i a s   o t r a s   r u i n a s   m a y a s .   N u e s t r o s   a m i g o s   d i j e r o n   q u e   v i v e n   e n   T u l u m   q u e   t e n í a m o s   q u e   i r .   E s t o y   m u y   c o n t e n t a   d e   h a b e r l o   h e c h o .   L l e g a m o s   a l l í   c u a n d o   i n a u g u r ó   e l   p a r q u e .   E s   e l   m o m e n t o   p e r f e c t o .   E s t o   f u e   u n   p o c o   e x t r a ñ o .   H a y   d o s   e n t r a d a s   q u e   t i e n e s   q u e   p a g a r   p a r a   e n t r a r   e n   e l   p a r q u e .   F u i   h a s t a   l a   p r i m e r a   v e n t a n a   d e   b i l l e t e s   y   n u e s t r a s   e n t r a d a s .   L u e g o   n o s   p a r a d o   p o r   u n   c h i c o   q u e   q u i e r e   s e r   n u e s t r o   g u í a .   É l   e s   m u y   a g r a d a b l e ,   p e r o   l e   d e c i m o s   N o .   L u e g o   é l   n o s   d i c e   q u e   a ú n   t e n e m o s   q u e   p a g a r   o t r a   e n t r a d a   e n   e l   s i g u i e n t e   p u e s t o   d e   c a j e r a .   E n   p r i m e r   l u g a r ,   c r e o   q u e   é l   e s   s i   é r a m o s   e s t a f a d o r e s .   É l   e s   j u s t o .   n o   l o   e n t i e n d o .   d i j o   q u e   e s   c o m o   s e   p a g a   a l l í   a l   g o b i e r n o   f e d e r a l   y   s e   p a g a   a l l í   p a r a   e l   g o b i e r n o   e s t a t a l .   L o   q u e   s e a .   F u i   a   l a   p r ó x i m a   c a j e r o ,   c o m p r a d o   m á s   e n t r a d a   p a s e s ,   y   n o s   d i r i g i m o s   a   l a   p u e r t a   d e   e n t r a d a .   E f e c t i v a m e n t e ,   h a b í a   d o s   a r r i e s g a n   d i f e r e n t e s   d e   b i l l e t e s . S i n   e m b a r g o ,   c u a l q u i e r a   q u e   s e a   l a   t a r i f a   e r a ,   v a l i ó   l a   p e n a .   L a   p r i m e r a   c o s a   q u e   s e   v e   e s   l a   g r a n   p i r á m i d e   y   e s t á   c u b i e r t o   p o r   u n a   c a p a   d e   n i e b l a   l i g e r a .   O h   m y .   t o t a l m e n t e   m í s t i c a .   D e s d e   a l l í   C a m i n a m o s   p o r   l o s   j a r d i n e s   e n   t o t a l   i n s p i r a d o r .   H i c i m o s   u n   d e s c a n s o   y   f u i m o s   a l   M a y a l a n d   h o t e l   p a r a   e l   d e s a y u n o .   S é   q u e   e l   n o m b r e   s u e n a   m a l ,   p e r o   e s t e   l u g a r   n o   e s   p a s a t i e m p o   f a v o r i t o .   L o s   j a r d i n e s   s o n   c o m o   v i e j o s   H a w a i i .   H a y   b u n g a l o e s   b a j o s   c o n   t e c h o   d e   p a j a   e s t á n   u b i c a d o s   e n   t o d o   l o s   j a r d i n e s   t r o p i c a l e s .   E s t a   e s   u n a   v i s i t a   o b l i g a d a .   E l   d e s a y u n o   e r a   m a g n í f i c o   y   d e l i c i o s a .",5
"Es un lugar muy agradable de visitar, no recomiendo ir tan tarde porque se llena mucho, pero es un sitio ideal para tomar muchas fotos increíbles. Puedes pasear por allí tranquilamente y si vas el domingo es gratis. Me encantó!!!!!","E s   u n   l u g a r   m u y   a g r a d a b l e   d e   v i s i t a r ,   n o   r e c o m i e n d o   i r   t a n   t a r d e   p o r q u e   s e   l l e n a   m u c h o ,   p e r o   e s   u n   s i t i o   i d e a l   p a r a   t o m a r   m u c h a s   f o t o s   i n c r e í b l e s .   P u e d e s   p a s e a r   p o r   a l l í   t r a n q u i l a m e n t e   y   s i   v a s   e l   d o m i n g o   e s   g r a t i s .   M e   e n c a n t ó ! ! ! ! !",5
Lugar bonito e histórico.Muy Recomendable para pasar un día aprendiendo y divirtiéndose.Cerca de la ciudad de Monterrey.,L u g a r   b o n i t o   e   h i s t ó r i c o . M u y   R e c o m e n d a b l e   p a r a   p a s a r   u n   d í a   a p r e n d i e n d o   y   d i v i r t i é n d o s e . C e r c a   d e   l a   c i u d a d   d e   M o n t e r r e y .,5
"Este es uno de los mejores museos que he visitado ya que el colorido de las obras es increíble, nunca fui gran fan de Botero hasta ahora, es 100% recomendable ","E s t e   e s   u n o   d e   l o s   m e j o r e s   m u s e o s   q u e   h e   v i s i t a d o   y a   q u e   e l   c o l o r i d o   d e   l a s   o b r a s   e s   i n c r e í b l e ,   n u n c a   f u i   g r a n   f a n   d e   B o t e r o   h a s t a   a h o r a ,   e s   1 0 0 %   r e c o m e n d a b l e  ",5
"Somos miembros en Villa del Arco en Cabo San Lucas y quería probar otro complejo de Villa para una escapada de invierno. Villa del Palmar Flamingos en la Rivera Nayarit no decepcionó!
Habitaciones - Todas las habitaciones vista Bahía de Banderas y recomendaría un nivel inferior o a nivel superior, ya algunas de las palmeras en el resort puede obstaculizar la vista. Nos hospedamos en una suite de dos habitaciones y era muy amplia y limpia. El servicio de limpieza hizo un buen trabajo ... las habitaciones siempre estaba muy limpio e incluso nos sorprendió un par de días con lindos animales de toalla.
Los botones, estaban todos excepcional! Nuestro amigo que viajó con nosotros, perdió su teléfono móvil en un taxi en nuestro camino a una excursión. Debido al gran servicio de botones y el personal su información grabada, fueron capaces de localizar el conductor del taxi y su teléfono móvil. Este complejo hace un gran trabajo en cierto sus clientes están seguros.
Servidores - los servidores piscina estaban bien sobre advierte que cuando happy hour era cada día. El servicio era bueno, pero me pareció que a veces pueden haber sido corto de personal ya que no por tan a menudo como los camareros hicieron por nosotros en Cabo. En la cena en el patrón los camareros parecía aún más corto de personal, ya que una noche nos esperó bastante tiempo para tener nuestra orden y recibir la comida.
Comida: la comida era buena ... Más opciones de restaurantes y opciones de comida sería una ventaja.
En general, nos gustó mucho este complejo y, sin duda, volveremos. La playa, la piscina y las vistas eran impresionantes!","S o m o s   m i e m b r o s   e n   V i l l a   d e l   A r c o   e n   C a b o   S a n   L u c a s   y   q u e r í a   p r o b a r   o t r o   c o m p l e j o   d e   V i l l a   p a r a   u n a   e s c a p a d a   d e   i n v i e r n o .   V i l l a   d e l   P a l m a r   F l a m i n g o s   e n   l a   R i v e r a   N a y a r i t   n o   d e c e p c i o n ó !  
 H a b i t a c i o n e s   -   T o d a s   l a s   h a b i t a c i o n e s   v i s t a   B a h í a   d e   B a n d e r a s   y   r e c o m e n d a r í a   u n   n i v e l   i n f e r i o r   o   a   n i v e l   s u p e r i o r ,   y a   a l g u n a s   d e   l a s   p a l m e r a s   e n   e l   r e s o r t   p u e d e   o b s t a c u l i z a r   l a   v i s t a .   N o s   h o s p e d a m o s   e n   u n a   s u i t e   d e   d o s   h a b i t a c i o n e s   y   e r a   m u y   a m p l i a   y   l i m p i a .   E l   s e r v i c i o   d e   l i m p i e z a   h i z o   u n   b u e n   t r a b a j o   . . .   l a s   h a b i t a c i o n e s   s i e m p r e   e s t a b a   m u y   l i m p i o   e   i n c l u s o   n o s   s o r p r e n d i ó   u n   p a r   d e   d í a s   c o n   l i n d o s   a n i m a l e s   d e   t o a l l a .  
 L o s   b o t o n e s ,   e s t a b a n   t o d o s   e x c e p c i o n a l !   N u e s t r o   a m i g o   q u e   v i a j ó   c o n   n o s o t r o s ,   p e r d i ó   s u   t e l é f o n o   m ó v i l   e n   u n   t a x i   e n   n u e s t r o   c a m i n o   a   u n a   e x c u r s i ó n .   D e b i d o   a l   g r a n   s e r v i c i o   d e   b o t o n e s   y   e l   p e r s o n a l   s u   i n f o r m a c i ó n   g r a b a d a ,   f u e r o n   c a p a c e s   d e   l o c a l i z a r   e l   c o n d u c t o r   d e l   t a x i   y   s u   t e l é f o n o   m ó v i l .   E s t e   c o m p l e j o   h a c e   u n   g r a n   t r a b a j o   e n   c i e r t o   s u s   c l i e n t e s   e s t á n   s e g u r o s .  
 S e r v i d o r e s   -   l o s   s e r v i d o r e s   p i s c i n a   e s t a b a n   b i e n   s o b r e   a d v i e r t e   q u e   c u a n d o   h a p p y   h o u r   e r a   c a d a   d í a .   E l   s e r v i c i o   e r a   b u e n o ,   p e r o   m e   p a r e c i ó   q u e   a   v e c e s   p u e d e n   h a b e r   s i d o   c o r t o   d e   p e r s o n a l   y a   q u e   n o   p o r   t a n   a   m e n u d o   c o m o   l o s   c a m a r e r o s   h i c i e r o n   p o r   n o s o t r o s   e n   C a b o .   E n   l a   c e n a   e n   e l   p a t r ó n   l o s   c a m a r e r o s   p a r e c í a   a ú n   m á s   c o r t o   d e   p e r s o n a l ,   y a   q u e   u n a   n o c h e   n o s   e s p e r ó   b a s t a n t e   t i e m p o   p a r a   t e n e r   n u e s t r a   o r d e n   y   r e c i b i r   l a   c o m i d a .  
 C o m i d a :   l a   c o m i d a   e r a   b u e n a   . . .   M á s   o p c i o n e s   d e   r e s t a u r a n t e s   y   o p c i o n e s   d e   c o m i d a   s e r í a   u n a   v e n t a j a .  
 E n   g e n e r a l ,   n o s   g u s t ó   m u c h o   e s t e   c o m p l e j o   y ,   s i n   d u d a ,   v o l v e r e m o s .   L a   p l a y a ,   l a   p i s c i n a   y   l a s   v i s t a s   e r a n   i m p r e s i o n a n t e s !",5
"Cuba no es conocido por su servicio increíble, pero este lugar debería ser! De lejos, el mejor servicio que recibí en Cuba. La comida era deliciosa, otra rareza para la isla. El propietario nos proporcionó información sobre la comida que pedimos y el chef. Cuando...la comida fue hecho nos dio sugerencias sobre dónde ir para esa noche. Una gran experiencia en Cuba. Vale la pena el dinero.Más","C u b a   n o   e s   c o n o c i d o   p o r   s u   s e r v i c i o   i n c r e í b l e ,   p e r o   e s t e   l u g a r   d e b e r í a   s e r !   D e   l e j o s ,   e l   m e j o r   s e r v i c i o   q u e   r e c i b í   e n   C u b a .   L a   c o m i d a   e r a   d e l i c i o s a ,   o t r a   r a r e z a   p a r a   l a   i s l a .   E l   p r o p i e t a r i o   n o s   p r o p o r c i o n ó   i n f o r m a c i ó n   s o b r e   l a   c o m i d a   q u e   p e d i m o s   y   e l   c h e f .   C u a n d o . . . l a   c o m i d a   f u e   h e c h o   n o s   d i o   s u g e r e n c i a s   s o b r e   d ó n d e   i r   p a r a   e s a   n o c h e .   U n a   g r a n   e x p e r i e n c i a   e n   C u b a .   V a l e   l a   p e n a   e l   d i n e r o . M á s",5
